country,city,lat,lon,macro_region,meso_region,development_level,gdp_per_capita,gdp_volume,hdi,ECI,population,total_city,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
united states,east lyme,41.3531533,-72.2295237,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,18883,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1
united states,rancho palos verdes,33.7444613,-118.3870173,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,42364,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,waverly,42.7272032,-92.4668511,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,24589,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,bonn,36.216795,-81.6745517,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,25532,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
canada,fredericton,45.9635895,-66.6431151,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,52337,4,NA,NA,NA,1,NA,1,NA,NA,1,1
malaysia,pekan,3.492095,103.3895446,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,hayward,37.6687665,-122.0809964,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,158937,3,NA,NA,1,NA,1,NA,NA,NA,NA,1
iran,sabzevar,36.2151823,57.6678228,Asia,Southern Asia,Developing economies,21011,1.70E+12,0.797,-0.158038,243700,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,york,39.9625984,-76.727745,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,234245,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
united states,wellesley,42.3084301,-71.2786677,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,29004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
japan,minamiuonuma,37.0654976,138.8760377,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,frederick,39.4142688,-77.4105409,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,154972,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sri lanka,colombo,6.8907696,79.8716837,Asia,Southern Asia,Developing economies,12879,2.76E+11,0.78,-0.901589,647100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,kingston,41.9270367,-73.9973608,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,55695,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2
japan,kumamoto,32.8032164,130.7079369,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,740822,5,NA,NA,NA,NA,NA,NA,NA,1,2,2
united states,rowland heights,33.9761238,-117.9053395,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,50572,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
united states,grand junction,39.0638705,-108.5506486,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,136688,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
united states,franklin,35.9250637,-86.8688899,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,78321,4,NA,NA,NA,NA,NA,1,NA,1,NA,2
united states,dublin,40.0992294,-83.1140771,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,60939,5,NA,NA,NA,1,NA,1,1,NA,NA,2
kazakhstan,semey,50.4233463,80.250811,Asia,Central Asia,Transition economies,26491,4.78E+11,0.817,0.0883664,326272.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
colombia,envigado,6.1672865,-75.5836963,Americas,South America,Developing economies,14507,7.09E+11,0.761,0.144356,238221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,fresno,36.7377981,-119.7871247,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,522053,4,NA,NA,NA,NA,1,NA,NA,NA,NA,3
united states,de pere,44.4488805,-88.0603806,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,25034,4,NA,NA,NA,NA,NA,NA,1,1,1,1
united states,asheboro,35.7079146,-79.8136446,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,39076,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,belmont,37.5202145,-122.2758008,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,27140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
mexico,san pedro garza garcia,25.6797838,-100.4168299,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,53688,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
canada,white rock,49.0253085,-122.802962,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,riverdale,33.5726113,-84.4132594,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,bothell,47.760111,-122.2054452,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,45533,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
canada,richmond hill,43.8828401,-79.4402808,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,199496,4,NA,NA,NA,1,NA,NA,NA,NA,1,2
united states,saline,42.1667072,-83.7816075,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,9291,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,waltham,42.3764852,-71.2356113,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,62442,8,NA,NA,NA,NA,1,NA,1,1,3,2
brazil,recife,-8.0522404,-34.9286096,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,1645727,10,NA,NA,NA,1,2,1,1,1,2,2
israel,ramat gan,32.068424,34.824785,Asia,Western Asia,Developed economies,38868,3.39E+11,0.906,1.3146,154976,4,NA,NA,NA,NA,NA,NA,NA,1,1,2
cambodia,phnom penh,11.5563738,104.9282099,Asia,South-eastern Asia,Developing economies,4020,64352721029,0.581,-1.37692,1570790.865,11,NA,NA,2,1,NA,1,1,2,1,3
united states,prospect heights,42.0953049,-87.9375694,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16180,5,NA,NA,NA,NA,NA,NA,NA,NA,2,3
japan,fujisawa,35.3391654,139.49014,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,423894,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
mexico,pachuca,20.1010608,-98.7591311,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,319581,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1
indonesia,central jakarta,-6.1805113,106.8283831,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
chile,recoleta,-33.3967132,-70.6427181,Americas,South America,Developing economies,24249,4.48E+11,0.847,0.0443139,"NA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
cambodia,krong siem reap,13.3573405,103.8540484,Asia,South-eastern Asia,Developing economies,4020,64352721029,0.581,-1.37692,999702.8967,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,needham,42.2809285,-71.2377548,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,30429,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1
united states,meridian,32.3643098,-88.703656,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,99926,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1
south korea,incheon,37.3916334,126.7273405,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,2923047,4,NA,NA,NA,NA,NA,NA,1,1,1,1
indonesia,padang,-0.9470832,100.417181,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,941136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
brazil,joinville,-26.2834213,-48.8452269,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,569645,3,NA,NA,NA,NA,NA,NA,1,NA,NA,2
united states,solana beach,32.991155,-117.2711481,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,13444,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,coppell,32.9545687,-97.0150078,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,41941,3,NA,NA,NA,NA,NA,1,NA,1,NA,1
india,siliguri,26.7271012,88.3952861,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,515574,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
united states,stateline,38.9624079,-119.9399029,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
india,anand,22.5645175,72.928871,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",3,NA,NA,NA,NA,NA,NA,NA,1,1,1
india,puducherry,11.9415915,79.8083133,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,227411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
canada,sainte-anne-de-bellevue,45.4032761,-73.9503607,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,cape may,38.9351125,-74.9060053,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",9,NA,NA,NA,1,1,1,1,1,1,3
india,navi mumbai,19.1045461,73.0032996,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,livonia,42.36837,-83.3527097,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,94105,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
united states,yardley,40.245664,-74.8459972,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
canada,richmond,49.1665898,-123.133569,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,209838,6,NA,NA,NA,NA,NA,1,1,NA,1,3
india,aurangabad,19.8761653,75.3433139,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,1113000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
turkey,gaziantep,37.065953,37.37811,Asia,Western Asia,Developing economies,27879,2.26E+12,0.807,0.175726,1044000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,plymouth,41.9584457,-70.6672621,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,78395,4,NA,NA,NA,NA,2,NA,NA,NA,NA,2
united states,attleboro,41.9445441,-71.2856082,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,44590,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
india,navi mumbai,19.0330488,73.0296625,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",6,NA,NA,NA,NA,NA,NA,NA,NA,3,3
philippines,science city of musoz,15.7294899,120.8728615,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
israel,afula,32.6104931,35.287922,Asia,Western Asia,Developed economies,38868,3.39E+11,0.906,1.3146,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,bemidji,47.471573,-94.8826861,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16733,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
united states,saratoga,37.2638324,-122.0230146,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,30905,6,NA,NA,NA,NA,NA,1,NA,3,1,1
india,gorakhpur,29.4438165,75.6702647,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,674246,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,spartanburg,34.9495672,-81.9320482,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,183184,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1
united states,winter park,28.5999998,-81.3392352,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,30879,7,NA,NA,1,NA,1,NA,1,1,NA,3
thailand,tha muang district,13.8649215,99.5896043,Asia,South-eastern Asia,Developing economies,17917,1.24E+12,0.765,0.711704,"NA",3,NA,NA,NA,NA,NA,NA,NA,NA,1,2
india,mathura,27.4924134,77.673673,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,330511,3,NA,NA,NA,NA,NA,NA,NA,1,1,1
united states,green bay,44.5133188,-88.0132958,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,105139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
argentina,pinamar,-37.1145662,-56.8607055,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,"NA",4,NA,NA,NA,NA,NA,NA,1,1,1,1
united states,mansfield,32.5631924,-97.1416768,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,72635,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
argentina,justiniano posse,-32.8834772,-62.6796167,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,san anselmo,37.9746458,-122.5616448,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,12580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
united states,prescott,34.5400242,-112.4685025,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,42731,4,NA,NA,NA,NA,NA,NA,1,1,1,1
ecuador,riobamba,-1.6562599,-78.657192,Americas,South America,Developing economies,11501,1.93E+11,0.758,-0.933232,168514,3,NA,NA,NA,NA,NA,NA,1,NA,1,1
malaysia,batu pahat,1.849442,102.9288341,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,199619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
syria,homs,34.7324273,36.7136959,Asia,Western Asia,Developing economies,2033,40405006007,0.549,-0.744963,1667000,5,NA,NA,NA,NA,NA,NA,NA,1,1,3
kuwait,hawalli governorate,29.2765468,48.0673248,Asia,Western Asia,Developing economies,72622,2.95E+11,0.808,0.11607,"NA",2,NA,NA,1,NA,NA,NA,NA,NA,NA,1
canada,newmarket,44.059187,-79.461256,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",5,1,2,NA,NA,1,NA,NA,NA,NA,1
colombia,cacuta,7.8890971,-72.4966896,Americas,South America,Developing economies,14507,7.09E+11,0.761,0.144356,668838,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
united states,reston,38.9586307,-77.3570028,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,60352,4,NA,NA,NA,NA,NA,NA,1,1,1,1
united states,norfolk,36.8507689,-76.2858726,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,245115,7,NA,NA,NA,NA,1,1,3,NA,1,1
argentina,concordia,-31.3913921,-58.017434,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,145210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,falls church,38.882334,-77.1710914,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,14583,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,scottsdale,33.4941704,-111.9260519,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,246645,5,NA,NA,2,1,1,NA,NA,NA,NA,1
brazil,araxa,-19.5906483,-46.9442412,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,103287,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,forest grove,45.526998,-123.1211134,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,24141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
india,lucknow,26.8466937,80.946166,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,2695000,7,NA,NA,NA,NA,NA,1,NA,NA,1,5
peru,jesus maria,-12.0825241,-77.0506498,Americas,South America,Developing economies,13772,4.33E+11,0.759,-0.598962,"NA",2,NA,NA,NA,NA,1,NA,NA,NA,NA,1
indonesia,depok,-6.4024844,106.7942405,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,"NA",5,NA,NA,1,1,NA,NA,NA,2,NA,1
brazil,vitaria da conquista,-14.8619237,-40.8445346,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,346069,4,NA,NA,NA,NA,NA,2,NA,1,NA,1
mexico,ciudad obregan,27.4827729,-109.930367,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,288002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
japan,himi,36.8559412,136.972892,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,"NA",6,NA,NA,NA,NA,NA,NA,NA,1,2,3
taiwan,taipei city,25.0950492,121.5246077,Asia,Eastern Asia,Developing economies,50500,1.19E+12,"NA","NA",2646204,3,NA,NA,NA,NA,NA,NA,1,1,NA,1
united states,new york,40.786395,-73.8389657,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,8622698,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,monroe township,40.336419,-74.4330474,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,5047,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1
united states,decatur,33.7748275,-84.2963123,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,88997,6,NA,NA,NA,NA,NA,NA,NA,1,NA,5
united states,new castle,33.1940005,-98.738673,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,11681,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
united states,freeport,28.9541368,-95.3596617,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,43508,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,hampton,37.0298687,-76.3452218,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,135410,4,1,1,2,NA,NA,NA,NA,NA,NA,NA
canada,hamilton,43.2177791,-79.9872835,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,567979,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
united states,barto,40.3909253,-75.6108715,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
united states,juno beach,26.8797819,-80.0533743,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
united states,cedar city,37.6774769,-113.0618931,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,36592,5,1,NA,1,NA,1,1,1,NA,NA,NA
japan,komae,35.6350187,139.5786651,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,"NA",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
united states,voorhees township,39.8519447,-74.961517,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,29386,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA
south korea,seoul,37.55998,126.9858296,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,10197604,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
thailand,bangkok,13.8154818,100.7352666,Asia,South-eastern Asia,Developing economies,17917,1.24E+12,0.765,0.711704,8750600,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1
canada,whistler,50.1163196,-122.9573563,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
philippines,santa rosa,14.2843023,121.0888928,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
india,rajasthan,27.6195157,75.1503948,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
canada,sidney,48.6502411,-123.399005,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",4,NA,1,NA,1,2,NA,NA,NA,NA,NA
united states,goleta,34.4358294,-119.8276389,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,31116,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
thailand,samut prakan,13.5990961,100.5998319,Asia,South-eastern Asia,Developing economies,17917,1.24E+12,0.765,0.711704,388920,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
brazil,manaus,-3.1190275,-60.0217314,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,2094391,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA
united states,durango,37.27528,-107.8800667,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,19662,4,NA,1,1,NA,NA,1,NA,1,NA,NA
malaysia,malacca,2.189594,102.2500868,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,788706,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
brazil,santos,-23.9475247,-46.3367247,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,434359,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA
canada,sherbrooke,45.4041718,-71.8929107,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,166863,5,NA,1,NA,1,1,NA,NA,1,1,NA
united states,west orange,40.7985699,-74.2390828,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,47609,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,virginia,37.4315734,-78.6568942,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,12551,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
united states,fort myers,26.640628,-81.8723084,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,79943,5,NA,1,1,NA,1,1,1,NA,NA,NA
india,manipal,13.3489958,74.7855559,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",4,NA,1,NA,1,NA,NA,NA,NA,1,1
india,kurukshetra,29.9695121,76.878282,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",3,NA,1,1,NA,NA,NA,NA,NA,1,NA
argentina,ushuaia,-54.8019121,-68.3029511,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,58028,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
united states,san rafael,37.9735346,-122.5310874,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,59070,11,NA,2,1,2,2,1,1,NA,NA,2
chile,o'higgins,-34.5755374,-71.0022311,Americas,South America,Developing economies,24249,4.48E+11,0.847,0.0443139,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,palm desert,33.7222445,-116.3744556,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,52932,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,haverford,40.0022406,-75.3208107,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",2,NA,1,NA,1,NA,NA,NA,NA,NA,NA
india,uttarakhand,30.066753,79.0192997,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,surfside beach,33.6060031,-78.9730887,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,torreon,41.0771914,-73.4686858,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,22061,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA
india,nainital,29.2793505,79.4703885,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
south korea,busan,35.1631139,129.1635509,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,3428923,9,NA,1,5,1,1,1,NA,NA,NA,NA
canada,tecumseh,42.3117966,-82.8857592,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,brentwood,37.931868,-121.6957863,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,63115,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA
